"dates";"avg";"tmin";"max";"Precipitation";"windSpeed";"pressure";"tsun";"city";"years";"months";"days"
"2021-11-01";24.6;17.9;31.3;4;"";1012.3;12000;"Nagpur";2021;11;1
"2021-12-01";21.1;14.2;28.1;2;"";1016.1;11700;"Nagpur";2021;12;1
"2022-01-01";19.9;13.1;26.8;33;"";1014.6;12000;"Nagpur";2022;1;1
"2022-02-01";22.5;14.4;30.7;21;"";1012.4;14100;"Nagpur";2022;2;1
"2022-03-01";28.9;20.1;37.8;1;"";1008.7;15720;"Nagpur";2022;3;1
"2022-04-01";33.5;25.1;41.9;1;"";1005.8;0;"Nagpur";2022;4;1
"2022-05-01";35.1;27.8;42.4;6;"";1000.7;15180;"Nagpur";2022;5;1
"2022-06-01";32.9;27.2;38.5;120;"";1000.9;8160;"Nagpur";2022;6;1
"2022-07-01";27.1;24.1;30.1;631;"";1001.0;2520;"Nagpur";2022;7;1
"2022-08-01";28.3;24.6;31.9;360;"";1001.9;7980;"Nagpur";2022;8;1
"2022-09-01";27.7;23.6;31.9;358;"";1004.9;7140;"Nagpur";2022;9;1
"2022-10-01";26.3;20.7;31.9;139;"";1010.5;13500;"Nagpur";2022;10;1
"2022-11-01";22.5;14.2;30.8;0;"";1014.3;15360;"Nagpur";2022;11;1
"2022-12-01";22.7;15.2;30.3;5;"";1014.1;12660;"Nagpur";2022;12;1
"2023-01-01";21.5;13.9;29.1;0;"";1015.3;13020;"Nagpur";2023;1;1
"2023-02-01";23.9;14.0;33.8;0;"";1013.7;16020;"Nagpur";2023;2;1
"2023-03-01";26.9;19.2;34.6;0;"";1011.3;13680;"Nagpur";2023;3;1
"2023-04-01";29.3;21.9;36.7;81;"";1008.4;12780;"Nagpur";2023;4;1
"2023-05-01";31.9;24.0;39.9;48;"";1005.5;16740;"Nagpur";2023;5;1
"2023-06-01";32.6;26.3;38.9;152;"";1001.5;11400;"Nagpur";2023;6;1
"2023-07-01";28.3;24.3;32.2;516;"";1001.1;4200;"Nagpur";2023;7;1
"2023-08-01";27.6;23.1;32.1;161;"";1004.7;7980;"Nagpur";2023;8;1
"2023-09-01";27.5;23.3;31.6;403;"";1004.1;5940;"Nagpur";2023;9;1
"2023-10-01";26.7;19.5;33.8;3;"";1011.7;15180;"Nagpur";2023;10;1
"2023-11-01";23.9;16.8;30.9;47;"";1014.9;11580;"Nagpur";2023;11;1
"2023-12-01";21.5;14.9;28.0;11;"";1016.1;10260;"Nagpur";2023;12;1
"2024-01-01";22.0;15.4;28.6;1;"";1015.6;8940;"Nagpur";2024;1;1
"2024-02-01";25.1;18.1;32.0;1;"";1014.4;12060;"Nagpur";2024;2;1
"2024-03-01";28.5;20.4;36.6;20;"";1010.7;14100;"Nagpur";2024;3;1
"2024-04-01";30.5;23.3;37.7;89;"";1007.5;12660;"Nagpur";2024;4;1
"2024-05-01";32.8;25.4;40.2;55;"";1002.5;14640;"Nagpur";2024;5;1
"2024-06-01";32.3;26.1;38.6;78;"";1000.9;8940;"Nagpur";2024;6;1
"2024-07-01";28.1;24.9;31.2;579;"";999.3;2700;"Nagpur";2024;7;1
"2024-08-01";27.9;24.3;31.5;213;"";1003.8;5340;"Nagpur";2024;8;1
"2024-09-01";28.4;24.4;32.4;184;"";1003.7;8040;"Nagpur";2024;9;1
"2024-10-01";28.5;23.0;34.0;23;"";1009.5;12540;"Nagpur";2024;10;1
"2024-11-01";23.7;16.0;31.3;0;"";1013.7;10620;"Nagpur";2024;11;1
"2024-12-01";22.4;15.0;29.8;3;"";1014.1;8580;"Nagpur";2024;12;1
"2025-01-01";21.7;13.1;30.4;1;"";1014.3;12240;"Nagpur";2025;1;1
"2025-02-01";25.7;16.7;34.6;1;"";1012.8;14760;"Nagpur";2025;2;1
"2025-03-01";29.0;19.5;38.5;0;"";1009.5;15300;"Nagpur";2025;3;1
"2025-04-01";32.3;23.7;41.0;14;"";1005.5;14280;"Nagpur";2025;4;1
"2025-05-01";32.2;25.7;38.7;71;"";1002.5;11760;"Nagpur";2025;5;1
"2025-06-01";31.5;26.3;36.8;78;"";1000.3;9120;"Nagpur";2025;6;1
"2025-07-01";27.5;24.6;30.5;565;"";1000.3;3180;"Nagpur";2025;7;1
"2025-08-01";26.7;24.1;30.6;223;"";1003.8;6180;"Nagpur";2025;8;1
"2025-09-01";27.3;24.2;32.0;273;"";1005.1;7020;"Nagpur";2025;9;1
"2025-10-01";26.6;22.9;31.0;111;"";1009.6;11340;"Nagpur";2025;10;1
"2025-11-01";22.7;17.2;28.6;2;"";1014.5;14340;"Nagpur";2025;11;1
"2025-12-01";20.4;13.9;27.6;0;"";1015.8;17160;"Nagpur";2025;12;1
"2020-01-01";19.9;12.7;27.0;66;"";1016.0;11460;"Nanded";2020;1;1
"2020-02-01";22.0;14.0;30.0;12;"";1015.7;13860;"Nanded";2020;2;1
"2020-03-01";26.7;18.7;34.8;29;"";1011.1;14160;"Nanded";2020;3;1
"2020-04-01";31.1;22.1;40.2;12;"";1007.9;16740;"Nanded";2020;4;1
"2020-05-01";34.3;25.3;43.3;23;"";1003.3;18900;"Nanded";2020;5;1
"2020-06-01";29.3;24.1;34.6;279;"";1001.9;7680;"Nanded";2020;6;1
"2020-07-01";28.7;24.1;33.2;376;"";1002.1;8520;"Nanded";2020;7;1
"2020-08-01";26.9;23.6;30.1;440;"";1001.3;4200;"Nanded";2020;8;1
"2020-09-01";28.9;24.1;33.7;214;"";1004.3;9240;"Nanded";2020;9;1
"2020-10-01";28.0;22.3;33.7;93;"";1007.5;12060;"Nanded";2020;10;1
"2020-11-01";23.9;16.1;31.6;11;"";1014.9;15420;"Nanded";2020;11;1
"2020-12-01";21.8;13.7;29.9;1;"";1015.3;14160;"Nanded";2020;12;1
"2021-01-01";23.2;17.2;30.2;3;"";1012.9;11760;"Nanded";2021;1;1
"2021-02-01";23.7;16.4;31.2;4;"";1013.6;14100;"Nanded";2021;2;1
"2021-03-01";28.6;21.2;36.0;1;"";1010.5;15900;"Nanded";2021;3;1
"2021-04-01";31.4;24.6;38.6;0;"";1007.8;14700;"Nanded";2021;4;1
"2021-05-01";32.9;27.7;39.2;3;"";1004.3;15360;"Nanded";2021;5;1
"2021-06-01";28.6;25.5;32.8;233;"";1003.2;8280;"Nanded";2021;6;1
"2021-07-01";27.5;25.0;31.1;336;"";1001.9;6840;"Nanded";2021;7;1
"2021-08-01";27.3;24.8;30.8;188;"";1004.1;6660;"Nanded";2021;8;1
"2021-09-01";26.4;24.1;30.1;277;"";1004.3;6420;"Nanded";2021;9;1
"2021-10-01";26.4;22.1;31.8;71;"";1008.8;13320;"Nanded";2021;10;1
"2021-11-01";24.8;20.0;31.1;18;"";1011.6;12000;"Nanded";2021;11;1
"2021-12-01";21.1;15.3;28.3;38;"";1015.4;11700;"Nanded";2021;12;1
"2022-01-01";19.3;14.0;26.3;23;"";1014.4;12000;"Nanded";2022;1;1
"2022-02-01";22.5;15.8;30.6;1;"";1012.1;14100;"Nanded";2022;2;1
"2022-03-01";28.5;21.2;37.1;0;"";1008.8;15720;"Nanded";2022;3;1
"2022-04-01";33.7;27.0;41.4;0;"";1005.9;0;"Nanded";2022;4;1
"2022-05-01";34.7;29.0;41.8;6;"";1001.5;15180;"Nanded";2022;5;1
"2022-06-01";31.7;27.3;37.7;129;"";1001.8;8160;"Nanded";2022;6;1
"2022-07-01";26.1;24.1;30.0;793;"";1001.6;2520;"Nanded";2022;7;1
"2022-08-01";26.9;24.2;31.0;495;"";1002.4;7980;"Nanded";2022;8;1
"2022-09-01";26.7;23.9;31.6;267;"";1005.3;7140;"Nanded";2022;9;1
"2022-10-01";25.2;21.0;31.6;115;"";1010.3;13500;"Nanded";2022;10;1
"2022-11-01";22.2;15.9;30.5;0;"";1013.5;15360;"Nanded";2022;11;1
"2022-12-01";22.7;16.7;30.7;4;"";1013.4;12660;"Nanded";2022;12;1
"2023-01-01";22.1;15.7;30.4;0;"";1014.7;13020;"Nanded";2023;1;1
"2023-02-01";24.6;16.8;34.0;0;"";1013.5;16020;"Nanded";2023;2;1
"2023-03-01";27.3;20.6;35.7;13;"";1011.4;13680;"Nanded";2023;3;1
"2023-04-01";29.6;23.3;38.0;49;"";1008.9;12780;"Nanded";2023;4;1
"2023-05-01";31.5;25.3;38.7;22;"";1006.2;16740;"Nanded";2023;5;1
"2023-06-01";32.7;28.1;38.5;122;"";1002.2;11400;"Nanded";2023;6;1
"2023-07-01";27.4;24.9;31.8;463;"";1002.0;4200;"Nanded";2023;7;1
"2023-08-01";27.5;24.6;31.4;178;"";1004.9;7980;"Nanded";2023;8;1
"2023-09-01";26.8;24.1;31.4;278;"";1004.4;5940;"Nanded";2023;9;1
"2023-10-01";26.5;20.8;34.3;7;"";1011.1;15180;"Nanded";2023;10;1
"2023-11-01";24.7;19.0;32.6;11;"";1013.8;11580;"Nanded";2023;11;1
"2023-12-01";21.3;15.8;29.6;10;"";1015.0;10260;"Nanded";2023;12;1
"2024-01-01";22.4;16.7;30.2;4;"";1014.7;8940;"Nanded";2024;1;1
"2024-02-01";24.9;18.7;32.7;8;"";1014.3;12060;"Nanded";2024;2;1
"2024-03-01";28.6;22.0;37.0;14;"";1011.1;14100;"Nanded";2024;3;1
"2024-04-01";31.3;25.0;39.1;9;"";1007.8;12660;"Nanded";2024;4;1
"2024-05-01";33.2;27.3;41.5;21;"";1003.4;14640;"Nanded";2024;5;1
"2024-06-01";31.1;26.7;38.4;273;"";1002.1;8940;"Nanded";2024;6;1
"2024-07-01";27.0;24.7;31.2;753;"";999.9;2700;"Nanded";2024;7;1
"2024-08-01";27.9;24.3;31.5;213;"";1003.8;5340;"Nanded";2024;8;1
"2024-09-01";28.4;24.4;32.4;184;"";1003.7;8040;"Nanded";2024;9;1
"2024-10-01";27.6;23.4;34.4;52;"";1009.2;12540;"Nanded";2024;10;1
"2024-11-01";23.2;17.1;31.6;0;"";1013.2;10620;"Nanded";2024;11;1
"2024-12-01";22.2;16.9;30.3;3;"";1013.5;8580;"Nanded";2024;12;1
"2025-01-01";21.2;14.6;31.9;0;"";1014.1;12240;"Nanded";2025;1;1
"2025-02-01";25.9;18.6;35.8;0;"";1012.8;14760;"Nanded";2025;2;1
"2025-03-01";29.0;19.5;38.5;0;"";1009.5;15300;"Nanded";2025;3;1
"2025-04-01";32.3;25.6;40.9;9;"";1006.4;14280;"Nanded";2025;4;1
"2025-05-01";31.5;26.3;38.7;58;"";1003.3;11760;"Nanded";2025;5;1
"2025-06-01";30.1;25.9;36.2;132;"";1001.5;9120;"Nanded";2025;6;1
"2025-07-01";26.8;24.4;31.2;728;"";1001.0;3180;"Nanded";2025;7;1
"2025-08-01";26.9;24.3;31.5;349;"";1003.7;6180;"Nanded";2025;8;1
"2025-09-01";26.5;24.0;30.5;280;"";1005.2;7020;"Nanded";2025;9;1
"2025-10-01";26.1;22.4;30.7;115;"";1009.3;11340;"Nanded";2025;10;1
"2025-11-01";21.8;15.8;28.5;2;"";1014.3;14340;"Nanded";2025;11;1
"2025-12-01";18.6;11.7;26.8;0;"";1015.5;17160;"Nanded";2025;12;1
"2021-02-01";23.4;16.4;30.8;1;"";1014.0;0;"Nandurbar";2021;2;1
"2021-03-01";28.3;20.9;35.9;0;"";1011.1;0;"Nandurbar";2021;3;1
"2021-04-01";31.4;24.2;38.5;0;"";1009.0;0;"Nandurbar";2021;4;1
"2021-05-01";30.7;24.9;37.5;14;"";1005.9;0;"Nandurbar";2021;5;1
"2021-06-01";28.1;24.4;33.7;71;"";1005.3;0;"Nandurbar";2021;6;1
"2021-07-01";26.9;23.9;31.8;220;"";1003.7;0;"Nandurbar";2021;7;1
"2021-08-01";25.8;22.7;30.1;151;"";1006.0;0;"Nandurbar";2021;8;1
"2021-09-01";25.2;22.6;29.2;317;"";1005.2;0;"Nandurbar";2021;9;1
"2021-10-01";24.5;19.8;29.9;77;"";1009.8;0;"Nandurbar";2021;10;1
"2021-11-01";24.2;18.4;30.4;19;"";1011.3;0;"Nandurbar";2021;11;1
"2021-12-01";20.4;15.3;26.4;70;"";1014.8;0;"Nandurbar";2021;12;1
"2022-01-01";19.3;13.2;26.4;3;"";1014.0;0;"Nandurbar";2022;1;1
"2022-02-01";23.0;15.0;31.2;0;"";1011.7;0;"Nandurbar";2022;2;1
"2022-03-01";29.1;20.5;36.7;1;"";1009.8;0;"Nandurbar";2022;3;1
"2022-04-01";33.1;25.2;40.8;0;"";1007.6;0;"Nandurbar";2022;4;1
"2022-06-01";28.8;24.3;35.3;146;"";1004.4;0;"Nandurbar";2022;6;1
"2022-07-01";25.4;23.2;28.9;432;"";1003.9;0;"Nandurbar";2022;7;1
"2022-08-01";25.5;22.8;29.5;116;"";1004.3;0;"Nandurbar";2022;8;1
"2022-09-01";24.9;22.1;29.3;247;"";1007.2;0;"Nandurbar";2022;9;1
"2022-10-01";24.1;19.7;29.5;76;"";1011.4;0;"Nandurbar";2022;10;1
"2022-11-01";23.0;16.8;29.7;0;"";1013.9;0;"Nandurbar";2022;11;1
"2022-12-01";22.4;16.7;29.3;27;"";1013.5;0;"Nandurbar";2022;12;1
"2023-01-01";20.5;14.1;28.1;1;"";1015.0;0;"Nandurbar";2023;1;1
"2023-02-01";23.4;15.8;31.9;0;"";1014.2;0;"Nandurbar";2023;2;1
"2023-03-01";25.6;18.7;33.1;8;"";1012.3;0;"Nandurbar";2023;3;1
"2023-04-01";29.4;22.6;36.8;22;"";1009.6;0;"Nandurbar";2023;4;1
"2023-05-01";31.4;24.6;38.7;1;"";1008.3;0;"Nandurbar";2023;5;1
"2023-06-01";29.8;24.9;36.2;76;"";1005.4;0;"Nandurbar";2023;6;1
"2023-07-01";26.0;23.9;29.9;236;"";1004.5;0;"Nandurbar";2023;7;1
"2023-08-01";26.0;22.9;30.3;21;"";1007.5;0;"Nandurbar";2023;8;1
"2023-09-01";25.9;22.8;30.4;193;"";1006.8;0;"Nandurbar";2023;9;1
"2023-10-01";27.0;20.9;33.2;1;"";1012.5;0;"Nandurbar";2023;10;1
"2023-11-01";25.0;19.6;31.3;51;"";1014.0;0;"Nandurbar";2023;11;1
"2023-12-01";21.9;16.4;28.5;3;"";1015.0;0;"Nandurbar";2023;12;1
"2024-01-01";21.5;15.2;28.8;6;"";1015.0;0;"Nandurbar";2024;1;1
"2024-02-01";24.1;17.0;31.8;0;"";1014.8;0;"Nandurbar";2024;2;1
"2024-03-01";27.9;20.3;36.1;0;"";1012.2;0;"Nandurbar";2024;3;1
"2024-04-01";32.4;25.2;39.6;0;"";1008.5;0;"Nandurbar";2024;4;1
"2024-05-01";33.1;26.3;40.6;11;"";1005.4;0;"Nandurbar";2024;5;1
"2024-06-01";28.7;25.0;34.7;193;"";1004.3;0;"Nandurbar";2024;6;1
"2024-07-01";26.3;24.2;29.9;396;"";1002.0;0;"Nandurbar";2024;7;1
"2024-10-01";25.3;21.3;30.5;123;"";1010.5;0;"Nandurbar";2024;10;1
"2024-11-01";23.1;17.4;29.8;0;"";1013.7;0;"Nandurbar";2024;11;1
"2025-01-01";21.1;15.1;28.4;0;"";1014.2;0;"Nandurbar";2025;1;1
"2025-02-01";24.0;17.2;32.0;0;"";1013.9;0;"Nandurbar";2025;2;1
"2025-04-01";32.2;24.9;39.8;0;"";1007.7;0;"Nandurbar";2025;4;1
"2025-05-01";29.2;24.6;35.8;83;"";1005.3;0;"Nandurbar";2025;5;1
"2025-06-01";27.7;24.2;32.9;207;"";1003.6;0;"Nandurbar";2025;6;1
"2025-07-01";26.0;23.5;29.8;130;"";1003.7;0;"Nandurbar";2025;7;1
"2025-08-01";25.5;22.8;29.7;237;"";1005.9;0;"Nandurbar";2025;8;1
"2025-09-01";24.8;22.0;29.0;350;"";1007.3;0;"Nandurbar";2025;9;1
"2025-10-01";24.5;20.5;29.6;117;"";1010.4;0;"Nandurbar";2025;10;1
"2025-11-01";21.4;15.8;28.0;8;"";1014.8;0;"Nandurbar";2025;11;1
"2025-12-01";19.1;12.7;26.9;0;"";1015.8;0;"Nandurbar";2025;12;1
"2021-02-01";22.0;14.6;30.3;1;"";1014.2;0;"Nashik";2021;2;1
"2021-03-01";26.6;18.2;35.1;0;"";1011.6;0;"Nashik";2021;3;1
"2021-04-01";28.8;20.9;37.0;1;"";1009.9;0;"Nashik";2021;4;1
"2021-05-01";28.0;22.5;34.5;41;"";1006.8;0;"Nashik";2021;5;1
"2021-06-01";25.2;22.4;30.1;119;"";1006.5;0;"Nashik";2021;6;1
"2021-07-01";24.7;22.5;28.5;299;"";1004.7;0;"Nashik";2021;7;1
"2021-08-01";23.7;21.5;27.2;165;"";1007.2;0;"Nashik";2021;8;1
"2021-09-01";23.6;21.6;27.1;397;"";1006.2;0;"Nashik";2021;9;1
"2021-10-01";23.7;18.6;30.6;50;"";1010.6;0;"Nashik";2021;10;1
"2021-11-01";23.1;17.7;29.4;19;"";1011.8;0;"Nashik";2021;11;1
"2021-12-01";19.6;14.4;26.9;97;"";1015.5;0;"Nashik";2021;12;1
"2022-01-01";18.4;12.2;25.9;4;"";1014.6;0;"Nashik";2022;1;1
"2022-02-01";21.7;13.6;30.5;0;"";1012.5;0;"Nashik";2022;2;1
"2022-03-01";27.4;19.3;35.5;1;"";1010.4;0;"Nashik";2022;3;1
"2022-04-01";30.3;21.9;38.7;1;"";1008.5;0;"Nashik";2022;4;1
"2022-06-01";26.5;22.5;32.5;125;"";1005.3;0;"Nashik";2022;6;1
"2022-07-01";23.5;21.6;26.5;351;"";1005.0;0;"Nashik";2022;7;1
"2022-08-01";23.8;21.6;27.3;196;"";1005.1;0;"Nashik";2022;8;1
"2022-09-01";23.6;21.1;28.1;263;"";1007.9;0;"Nashik";2022;9;1
"2022-10-01";23.0;18.5;29.0;68;"";1011.8;0;"Nashik";2022;10;1
"2022-11-01";21.3;14.0;29.3;0;"";1014.1;0;"Nashik";2022;11;1
"2022-12-01";21.6;15.2;29.7;12;"";1013.6;0;"Nashik";2022;12;1
"2023-01-01";19.7;12.7;28.4;0;"";1015.1;0;"Nashik";2023;1;1
"2023-02-01";23.2;13.5;32.6;0;"";1013.7;0;"Nashik";2023;2;1
"2023-03-01";23.9;16.7;31.6;10;"";1011.3;0;"Nashik";2023;3;1
"2023-04-01";27.6;20.1;35.3;0;"";1008.6;0;"Nashik";2023;4;1
"2023-05-01";28.8;22.2;36.0;1;"";1007.8;0;"Nashik";2023;5;1
"2023-06-01";27.2;23.1;32.7;125;"";1005.0;0;"Nashik";2023;6;1
"2023-07-01";24.0;22.2;27.0;257;"";1003.9;0;"Nashik";2023;7;1
"2023-08-01";23.9;21.8;27.5;57;"";1007.0;0;"Nashik";2023;8;1
"2023-09-01";24.2;21.6;28.4;156;"";1006.3;0;"Nashik";2023;9;1
"2023-10-01";24.9;19.0;31.9;1;"";1011.4;0;"Nashik";2023;10;1
"2023-11-01";23.3;17.3;30.0;31;"";1012.5;0;"Nashik";2023;11;1
"2023-12-01";21.3;15.9;28.3;1;"";1013.4;0;"Nashik";2023;12;1
"2024-01-01";20.8;14.2;28.8;11;"";1014.9;0;"Nashik";2024;1;1
"2024-02-01";23.1;15.4;31.4;0;"";1014.9;0;"Nashik";2024;2;1
"2024-03-01";26.2;17.8;34.8;0;"";1012.7;0;"Nashik";2024;3;1
"2024-04-01";30.4;22.5;38.1;0;"";1009.0;0;"Nashik";2024;4;1
"2024-05-01";30.1;23.8;37.7;29;"";1006.3;0;"Nashik";2024;5;1
"2024-06-01";26.6;23.2;32.0;125;"";1005.0;0;"Nashik";2024;6;1
"2024-07-01";24.3;22.4;27.5;305;"";1002.7;0;"Nashik";2024;7;1
"2024-10-01";24.6;20.4;31.0;99;"";1010.8;0;"Nashik";2024;10;1
"2024-11-01";22.4;15.4;29.5;0;"";1013.9;0;"Nashik";2024;11;1
"2025-01-01";22.2;14.9;30.1;0;"";1014.0;0;"Nashik";2025;1;1
"2025-02-01";24.9;15.9;33.2;0;"";1014.0;0;"Nashik";2025;2;1
"2025-04-01";30.2;22.4;38.4;7;"";1008.7;0;"Nashik";2025;4;1
"2025-05-01";26.7;22.6;32.8;103;"";1006.1;0;"Nashik";2025;5;1
"2025-06-01";24.9;22.1;29.0;208;"";1004.5;0;"Nashik";2025;6;1
"2025-07-01";23.9;21.9;27.0;149;"";1004.3;0;"Nashik";2025;7;1
"2025-08-01";23.7;21.7;27.4;199;"";1006.6;0;"Nashik";2025;8;1
"2025-09-01";23.2;21.1;26.9;279;"";1008.4;0;"Nashik";2025;9;1
"2025-10-01";23.9;20.3;28.8;86;"";1010.7;0;"Nashik";2025;10;1
"2025-11-01";21.7;16.6;27.8;3;"";1015.0;0;"Nashik";2025;11;1
"2025-12-01";20.1;14.1;27.4;0;"";1015.7;0;"Nashik";2025;12;1
"2020-01-01";24.9;19.2;29.9;0;"";1013.4;13800;"Navi Mumbai";2020;1;1
"2020-02-01";27.3;21.0;32.6;0;"";1012.7;11220;"Navi Mumbai";2020;2;1
"2020-03-01";27.7;22.6;31.9;0;"";1011.2;12900;"Navi Mumbai";2020;3;1
"2020-04-01";30.2;26.4;33.9;0;"";1009.6;14220;"Navi Mumbai";2020;4;1
"2020-05-01";31.1;28.6;34.0;0;"";1007.3;15960;"Navi Mumbai";2020;5;1
"2020-06-01";29.2;26.0;32.3;525;"";1003.7;8340;"Navi Mumbai";2020;6;1
"2020-07-01";28.1;25.4;30.5;1502;"";1003.2;4620;"Navi Mumbai";2020;7;1
"2020-08-01";27.6;25.0;29.6;827;"";1003.3;2760;"Navi Mumbai";2020;8;1
"2020-09-01";28.4;25.3;31.4;320;"";1005.6;7080;"Navi Mumbai";2020;9;1
"2020-10-01";29.2;25.6;32.7;224;"";1007.3;7920;"Navi Mumbai";2020;10;1
"2020-11-01";28.7;23.1;33.9;0;"";1011.8;12720;"Navi Mumbai";2020;11;1
"2020-12-01";26.6;20.8;32.3;25;"";1012.0;11400;"Navi Mumbai";2020;12;1
"2021-01-01";25.9;20.5;30.9;1;"";1011.1;11100;"Navi Mumbai";2021;1;1
"2021-02-01";27.3;21.4;32.9;0;"";1012.1;11280;"Navi Mumbai";2021;2;1
"2021-03-01";29.7;23.9;35.0;0;"";1010.0;13200;"Navi Mumbai";2021;3;1
"2021-04-01";30.0;26.2;33.6;0;"";1009.1;13620;"Navi Mumbai";2021;4;1
"2021-05-01";30.7;27.8;33.8;154;"";1005.5;12000;"Navi Mumbai";2021;5;1
"2021-06-01";28.6;25.5;31.5;317;"";1005.3;6360;"Navi Mumbai";2021;6;1
"2021-07-01";28.6;25.7;30.8;774;"";1003.8;4800;"Navi Mumbai";2021;7;1
"2021-08-01";27.8;25.1;30.0;295;"";1006.3;5520;"Navi Mumbai";2021;8;1
"2021-09-01";27.7;24.8;30.1;437;"";1005.1;5820;"Navi Mumbai";2021;9;1
"2021-10-01";29.4;25.2;33.5;32;"";1008.6;13620;"Navi Mumbai";2021;10;1
"2021-11-01";29.5;25.0;34.1;50;"";1009.2;12720;"Navi Mumbai";2021;11;1
"2021-12-01";25.8;21.0;30.6;103;"";1013.3;10080;"Navi Mumbai";2021;12;1
"2022-01-01";24.5;19.3;29.3;10;"";1012.9;11940;"Navi Mumbai";2022;1;1
"2022-02-01";25.3;19.3;30.5;0;"";1011.3;14220;"Navi Mumbai";2022;2;1
"2022-03-01";30.0;24.7;34.9;0;"";1008.9;9240;"Navi Mumbai";2022;3;1
"2022-04-01";30.6;26.8;34.5;0;"";1008.0;12120;"Navi Mumbai";2022;4;1
"2022-05-01";30.9;28.8;34.0;7;"";1005.7;13080;"Navi Mumbai";2022;5;1
"2022-06-01";29.3;26.6;32.9;298;"";1004.4;7860;"Navi Mumbai";2022;6;1
"2022-07-01";27.8;25.3;29.8;1185;"";1004.0;3060;"Navi Mumbai";2022;7;1
"2022-08-01";27.7;25.1;30.3;551;"";1004.2;5160;"Navi Mumbai";2022;8;1
"2022-09-01";27.5;24.7;30.2;528;"";1006.6;5700;"Navi Mumbai";2022;9;1
"2022-10-01";28.4;24.5;32.4;166;"";1009.8;11700;"Navi Mumbai";2022;10;1
"2022-11-01";27.9;21.9;33.6;0;"";1011.7;12180;"Navi Mumbai";2022;11;1
"2022-12-01";27.3;21.8;32.5;6;"";1011.4;10680;"Navi Mumbai";2022;12;1
"2023-01-01";24.4;18.7;29.5;0;"";1013.4;11520;"Navi Mumbai";2023;1;1
"2023-02-01";28.1;20.6;34.2;0;"";1012.4;13980;"Navi Mumbai";2023;2;1
"2023-03-01";28.9;23.6;33.5;21;"";1011.2;12120;"Navi Mumbai";2023;3;1
"2023-04-01";30.0;25.8;33.8;15;"";1009.0;14220;"Navi Mumbai";2023;4;1
"2023-05-01";30.8;28.3;33.6;1;"";1008.8;17220;"Navi Mumbai";2023;5;1
"2023-06-01";30.4;27.8;33.7;561;"";1005.7;11460;"Navi Mumbai";2023;6;1
"2023-07-01";27.8;25.3;29.4;1769;"";1004.7;1680;"Navi Mumbai";2023;7;1
"2023-08-01";28.6;26.3;30.8;187;"";1007.9;7140;"Navi Mumbai";2023;8;1
"2023-09-01";28.2;25.2;31.0;484;"";1006.6;6660;"Navi Mumbai";2023;9;1
"2023-10-01";30.2;25.8;34.5;13;"";1011.0;10200;"Navi Mumbai";2023;10;1
"2023-11-01";29.4;24.3;34.4;7;"";1011.7;11040;"Navi Mumbai";2023;11;1
"2023-12-01";27.9;22.8;32.9;0;"";1012.3;10140;"Navi Mumbai";2023;12;1
"2024-01-01";26.3;19.9;31.3;1;"";1013.2;12240;"Navi Mumbai";2024;1;1
"2024-02-01";27.1;20.6;32.6;0;"";1013.5;14700;"Navi Mumbai";2024;2;1
"2024-03-01";28.3;23.2;32.8;0;"";1011.9;14340;"Navi Mumbai";2024;3;1
"2024-04-01";30.7;26.6;34.7;0;"";1008.2;14340;"Navi Mumbai";2024;4;1
"2024-05-01";31.1;28.6;34.2;1;"";1005.9;0;"Navi Mumbai";2024;5;1
"2024-06-01";29.7;27.2;33.2;351;"";1004.0;6780;"Navi Mumbai";2024;6;1
"2024-07-01";27.5;25.3;29.8;1664;"";1002.1;1020;"Navi Mumbai";2024;7;1
"2024-08-01";28.2;26.3;30.9;391;"";1005.7;5700;"Navi Mumbai";2024;8;1
"2024-09-01";27.7;25.2;30.6;659;"";1006.5;8040;"Navi Mumbai";2024;9;1
"2024-10-01";29.3;25.6;33.3;112;"";1008.8;11040;"Navi Mumbai";2024;10;1
"2024-11-01";28.4;22.6;34.1;1;"";1011.2;10560;"Navi Mumbai";2024;11;1
"2024-12-01";26.2;20.6;32.0;0;"";1011.7;8040;"Navi Mumbai";2024;12;1
"2025-01-01";26.2;20.0;32.2;0;"";1011.9;11100;"Navi Mumbai";2025;1;1
"2025-02-01";28.0;21.2;34.0;0;"";1012.2;13560;"Navi Mumbai";2025;2;1
"2025-03-01";29.3;24.2;34.4;0;"";1010.0;13680;"Navi Mumbai";2025;3;1
"2025-04-01";30.2;26.7;34.1;0;"";1008.2;13800;"Navi Mumbai";2025;4;1
"2025-05-01";29.5;25.8;32.9;237;"";1005.0;10140;"Navi Mumbai";2025;5;1
"2025-06-01";28.6;26.2;31.4;511;"";1003.6;5460;"Navi Mumbai";2025;6;1
"2025-07-01";28.1;26.0;30.0;802;"";1003.5;2760;"Navi Mumbai";2025;7;1
"2025-08-01";27.4;25.5;29.5;1098;"";1005.7;4500;"Navi Mumbai";2025;8;1
"2025-09-01";27.0;25.4;29.0;481;"";1007.2;4020;"Navi Mumbai";2025;9;1
"2025-10-01";29.1;26.3;32.8;170;"";1008.0;10800;"Navi Mumbai";2025;10;1
"2025-11-01";27.8;24.3;32.0;9;"";1012.5;11880;"Navi Mumbai";2025;11;1
"2025-12-01";27.0;22.8;32.1;0;"";1012.9;11700;"Navi Mumbai";2025;12;1
